"GeneName","log2FoldChange","pvalue","padj"
"PRSS48",-1.20018939086775,0.00437436851952212,0.0090350973966728
"PRSS51",-2.006339565877,2.03681974552567e-10,1.65542808072377e-09
"PRSS8",1.02283174246619,1.10941504235009e-05,3.86717366753489e-05
"PRTN3",1.6958241960844,4.12487950185498e-05,0.000129415198642606
"PRUNE2",-1.45807804720855,6.38983049845697e-11,5.63979742043177e-10
"PRX",-1.03747043560255,1.13731111692798e-09,8.154808363507e-09
"PRXL2A",-1.02485045438348,2.82388248778716e-08,1.59254227948424e-07
"PSCA",1.96350730559941,2.283222863519e-08,1.31178266998427e-07
"PSD",1.13087987761466,3.30184255080846e-09,2.17912430194774e-08
"PSD2",-1.45812317807431,4.61872864602747e-08,2.49866510688253e-07
"PSG1",-2.28310681081426,6.10527549046989e-05,0.000185690316518791
"PSG4",-1.9744061320378,0.000537557115860339,0.0013577606195015
"PSKH2",1.2403968515618,0.0235453227844057,0.0413747674129894
"PSMA8",-1.14830503979589,0.000405658002601777,0.00105102552195037
"PSMB3",1.03903158800205,3.53177880483555e-10,2.75606436397068e-09
"PSMD3",1.491671118988,4.77587089261e-17,1.11577972612834e-15
"PSRC1",1.41868906381542,1.54934574898621e-15,2.82421047564723e-14
"PTCH1",-1.04961698899495,3.60728125484394e-07,1.67236270818906e-06
"PTCHD1",-1.50442705550339,0.000228604492871874,0.000622079332035584
"PTCHD3",-1.3099206247349,0.00613723574523619,0.0123107673191484
"PTCHD4",-1.1604183248379,1.15786489354236e-08,6.97509856896401e-08
"PTCRA",1.07376035379239,0.000478887676013321,0.0012235663866286
"PTGDR2",-1.58833832540736,2.40410307748089e-13,3.0812101115838e-12
"PTGDS",-1.39123726356472,7.84919152698079e-08,4.07454342343463e-07
"PTGER4",-1.37385740506852,2.52841681765738e-15,4.47157812240078e-14
"PTGFR",-2.01897913752379,8.84460136928846e-12,8.95969911510746e-11
"PTGIS",-1.7313319925515,2.59185216781477e-13,3.30178672538388e-12
"PTGS2",-2.25586387268474,2.46146436504124e-11,2.33432735687981e-10
"PTH1R",-2.20510569974605,7.86982698569181e-19,2.38024671602277e-17
"PTH2R",-1.27967092410317,6.42207239798376e-06,2.35637961198299e-05
"PTK6",1.53203425503895,1.66098988092917e-09,1.15818068275949e-08
"PTN",-3.39984222087208,1.2678163738529e-32,2.61748958749587e-30
"PTPN14",-1.48110088663722,8.09415274709179e-19,2.44032281394066e-17
"PTPN21",-1.13245029177028,1.56084561853671e-11,1.51956441201877e-10
"PTPRB",-1.68229462646514,1.33744536037564e-20,5.07054634231036e-19
"PTPRM",-1.5085578390032,1.56742960393582e-20,5.87214159707238e-19
"PTPRN2",1.97096367768791,2.46164983459527e-11,2.33432735687981e-10
"PTPRQ",-2.80568921567885,9.2800877204699e-12,9.3658866186294e-11
"PTPRZ1",-1.36546502057666,0.000682317484907247,0.00168070785998291
"PTRH2",1.16184833505153,2.02047207416551e-09,1.38444612470057e-08
"PTTG1",1.90366157282262,3.9475450143775e-13,4.92639093318569e-12
"PUSL1",1.17871412194589,1.10309039207622e-11,1.10332274392289e-10
"PVALB",3.87940189375038,1.26118499233493e-14,2.02322193787244e-13
"PXDNL",2.78859375335941,1.05876850978945e-17,2.70662840847116e-16
"PYCARD",1.0304692406155,1.96741152390457e-05,6.56864378362512e-05
"PYCR1",1.77100547787647,1.30809928612327e-16,2.8558664184627e-15
"PYCR3",1.80226625051085,1.36962243075393e-18,3.97169594652521e-17
"PYGL",-1.09021759782086,5.0450589595078e-06,1.89716590530372e-05
"PYGM",-3.16621141991288,8.94839038275101e-35,2.69786868142814e-32
"PYY",2.43801919486875,1.18063853321406e-10,1.0078673393199e-09
"PZP",-1.41762155960281,5.5744382700929e-11,4.96394188945825e-10
"QKI",-1.25534887798828,1.3335947937709e-15,2.45686707205475e-14
"QPCT",1.19788855269517,3.7437614228107e-08,2.06592110589385e-07
"QPRT",1.46180900100556,6.01712582533708e-09,3.8020388531754e-08
"R3HDML",1.92159673189987,0.00107896483066954,0.00254740310674174
"RAB11FIP1",1.52110589154048,7.13100311115528e-10,5.2950067667429e-09
"RAB11FIP4",1.1467963322462,1.86628374947683e-09,1.28808842796377e-08
"RAB19",1.05141159014532,2.64220602892397e-05,8.59497539191332e-05
"RAB25",1.0460689551387,1.24588873850014e-06,5.21472249869364e-06
"RAB26",2.21362414217047,1.95986824854622e-16,4.14079393914204e-15
"RAB31",1.13600523185406,3.9707539091729e-06,1.52301451423786e-05
"RAB39B",1.73652035447068,7.72115032652259e-13,9.20047235269574e-12
"RAB3C",-1.15737252791462,0.000292402938646982,0.000778620694891458
"RAB6D",1.34842584767324,2.52318352778924e-06,1.00178402857084e-05
"RABEP2",1.12847187465998,1.00767282869423e-09,7.27193681923181e-09
"RAC3",1.16069226335324,6.88347147961394e-07,3.02369697696085e-06
"RACGAP1",1.53901590793155,8.14752389513699e-22,3.62421706941995e-20
"RAD21",1.12697817790053,1.08370717616495e-12,1.25358916589994e-11
"RAD21L1",2.52694769889567,5.72514843385974e-06,2.12147118432383e-05
"RAD51",1.73659187080859,1.41917744084672e-15,2.60191663237863e-14
"RAD51AP1",1.68438122396799,2.30722516538859e-16,4.79468651984583e-15
"RAD54B",1.47222455248832,1.26506046213164e-17,3.21237412001716e-16
"RAD54L",2.1102876148853,3.12833148859076e-18,8.56189168505661e-17
"RAE1",1.01718909113546,1.44988236263419e-15,2.6530891710861e-14
"RAMP1",2.01736048612169,2.42049072323821e-10,1.94478852779977e-09
"RAPGEF3",-1.37613253201134,1.25875661568184e-13,1.69325943047173e-12
"RAPGEFL1",1.66454941293961,1.94782039746293e-11,1.86853033481873e-10
"RARA",1.34546897792315,8.60950608510538e-13,1.01444763387402e-11
"RARRES1",-1.49367028539072,4.14525723927295e-09,2.7001034294496e-08
"RARRES2",-1.30314911216627,2.19354102949868e-08,1.26293174641704e-07
"RASA3",-1.04696901749962,6.48917777663057e-10,4.84685185565557e-09
"RASD1",-1.93890756411964,2.00519282802443e-13,2.61404478898395e-12
"RASD2",1.0972515200365,1.59208552894807e-05,5.40290736766835e-05
"RASGRF1",1.61095791291706,1.00771889773508e-07,5.14394322590167e-07
"RASGRF2",-1.27629728494277,2.82583282876635e-10,2.24764944512513e-09
"RASGRP1",1.18453665272343,2.40632334541624e-06,9.58793908597357e-06
"RASIP1",-1.27479777174378,1.54557907639615e-16,3.31714451718288e-15
"RASL10A",-1.5551268419381,6.25137883273992e-10,4.6876703335595e-09
"RASL10B",-2.02433778285682,2.75250689330686e-11,2.58561404211031e-10
"RASL11A",-1.09457352230137,1.48665789990838e-09,1.04467555127117e-08
"RASL11B",1.23280471289218,4.98627653810916e-10,3.78837346259381e-09
"RASSF7",1.49746056598685,4.67953630013172e-11,4.22850202115614e-10
"RASSF9",-2.08556513794779,1.30409196448769e-22,6.60531273959444e-21
"RAX2",-2.10349799134803,1.27842505954464e-07,6.42221782094442e-07
"RBBP8NL",1.25337277997451,6.57326094248372e-07,2.89416088595108e-06
"RBM24",1.10553419014761,0.00303875473575714,0.00648338016521808
"RBM46",-2.05228411548686,1.11910020623802e-07,5.67436981240925e-07
"RBMS2",-1.02398621396994,1.61353467512509e-19,5.30233176804949e-18
"RBMS3",-1.95916548164458,6.34654671602553e-25,4.54891729525241e-23
"RBP2",2.11140418826654,8.42071319845546e-11,7.32675338943944e-10
"RBP3",-1.68716677524205,1.31262280903374e-06,5.46873385277183e-06
"RBP4",-4.62014831668871,9.89137875367207e-32,1.72443908973372e-29
"RBP7",-2.07268259556348,9.14472126989627e-20,3.09065544128843e-18
"RBPJL",1.07295731037281,0.00136325367882657,0.0031512279877853
"RBPMS2",-1.43869007356434,1.53883629375882e-10,1.28145886434642e-09
"RCAN1",-1.87087443854961,2.5136062265302e-19,8.05116975829927e-18
"RCAN2",-1.09342548789782,8.27366486671631e-10,6.07460342011633e-09
"RCBTB2",-1.11319810998166,7.82449412059737e-24,4.85681180805969e-22
"RCC1",1.01283751612371,1.73987170123127e-12,1.95429468321625e-11
"RCOR2",1.66805035863978,1.00402581906187e-10,8.62136817688117e-10
"RCSD1",-1.04259250976857,1.52486636440475e-10,1.27097386364965e-09
"RCVRN",-1.10096871768382,5.45030830113489e-06,2.02907008764712e-05
"RD3",1.58905362084771,7.64350626415644e-05,0.000227859594558692
"RDH16",2.48066382530146,4.01409936575631e-14,5.90122316975041e-13
"RDH5",-3.77851045205256,1.18528956784878e-35,4.09334364576723e-33
"RDH8",-1.211605598364,0.00249307374147553,0.00542484163656618
"RDM1",2.33381718469357,2.84538490008829e-16,5.77523840792583e-15
"RECK",-1.56903879281634,5.5990520611245e-18,1.48117541572422e-16
"RECQL4",2.43001916280294,3.451825093982e-22,1.62051368232355e-20
"REEP1",1.10883104742455,5.83107775748361e-06,2.15687421471555e-05
"REG4",1.28972593320052,0.00385362291463752,0.008054992147092
"RELL2",1.30983294566554,1.3638138861738e-11,1.34288651912831e-10
"RELN",-2.99338532581151,4.88847617885909e-24,3.17985330620718e-22
"RELT",1.10831690076564,2.03287521597348e-09,1.391940585876e-08
"REM2",1.67186330442193,1.16360119107399e-13,1.57305630058786e-12
"REPS2",1.16280596521397,3.38877796912358e-07,1.58109675130271e-06
"RERGL",-3.04112680360403,3.56900989982388e-20,1.2670985801356e-18
"RET",2.81953394327582,1.37458136826316e-21,5.98825653871343e-20
"RETSAT",-1.4179773884772,1.09414199232724e-14,1.76718818046459e-13
"RFPL1",1.39474482239158,0.00718927307549645,0.0141888043221093
"RFPL2",1.38790915934102,2.07745994749928e-06,8.36355961059797e-06
"RFTN1",-1.07489494248328,7.97553712942754e-10,5.87615796106853e-09
"RFTN2",-1.17764990533681,2.41904095123787e-11,2.2973631913906e-10
"RFX6",-2.71026979357236,1.44089140499822e-09,1.01439182159141e-08
"RGCC",-1.53316015742622,1.11438625460651e-22,5.72013745912407e-21
"RGL1",-1.38763978112749,2.33544824052596e-23,1.32022332977828e-21
"RGMA",-1.03175131320917,9.10023676360893e-05,0.000267569500136204
"RGN",-1.45675283900891,2.68521813758469e-07,1.2743845971176e-06
"RGS2",-2.1305276112545,9.94882314093694e-17,2.20499354421186e-15
"RGS6",-2.00385962998675,2.49094929356968e-11,2.35857880768008e-10
"RGS7BP",-1.59454817508222,7.46263510661346e-08,3.890894625721e-07
"RGS8",1.84346035101666,2.31885076031017e-08,1.33024014923985e-07
"RGS9BP",1.42216791176191,1.26316610261996e-09,8.9994662239923e-09
"RHAG",-1.89903874771707,8.0086651705482e-07,3.47536180601765e-06
"RHBDD3",1.08542233427396,2.46196397310117e-14,3.72907047089981e-13
"RHBDL1",1.10191961848843,0.000188009748150271,0.000519124459422335
"RHBG",2.4354982473198,8.49470348462875e-14,1.17259010164999e-12
"RHEX",1.23712329001016,3.17737958747977e-05,0.000101927289114323
"RHOJ",-1.54355881452924,6.92786607741776e-27,6.29607120930492e-25
"RHOQ",-1.49915762683896,1.76143523263357e-18,5.0462595488148e-17
"RHOU",-1.40671062373188,2.2246774022057e-15,3.96021767361715e-14
"RHOXF1",-1.95470730834983,4.95093386671339e-12,5.21853706239479e-11
"RHPN1",2.05148881617855,7.76582449246491e-18,2.02894182131882e-16
"RIBC2",1.35245190251197,1.80183095008312e-11,1.74167822218212e-10
"RIC3",-1.24758042085344,6.99785348949384e-05,0.000210079388619324
"RIIAD1",2.49975272376651,3.72637373519592e-13,4.68052200006749e-12
"RILP",-1.06469826011713,2.47439911938522e-08,1.40968017017405e-07
"RIMBP2",-1.25809666417043,2.99205205229812e-05,9.63727941009844e-05
"RIMBP3",1.0574169010861,2.82950871281152e-05,9.14474876487018e-05
"RIMBP3B",1.11967808715743,0.014907882497186,0.0274167622145188
"RIMBP3C",1.12341529159683,0.00277190994518119,0.00596596685538488
"RIMKLA",1.58364514888815,3.25768182951144e-09,2.15222291025183e-08
"RIMS1",1.14476780594808,0.00060469435668602,0.00150966937577475
"RIMS2",3.35266144682203,4.26979847581067e-18,1.150362443256e-16
"RIMS3",-1.21130902497471,7.8991225611917e-10,5.82472876750912e-09
"RIMS4",2.02172969979315,4.8806834437289e-07,2.20775664039502e-06
"RIPK4",-1.02724057976208,3.85450894096945e-05,0.000121716613175019
"RIPPLY3",2.05724570719415,1.61919457250507e-09,1.13111370761902e-08
"RLN2",1.10283893082968,0.000288351403531225,0.000768851249339645
"RMI2",1.57864314306916,4.1371339873054e-12,4.40721945905097e-11
"RNASE1",-1.49733570570389,1.94480084970534e-13,2.54054658454631e-12
"RNASE10",1.21385097391844,0.000246091906998791,0.000664619604938864
"RNASE3",-1.34332132744971,9.87415943403835e-06,3.47894239083889e-05
"RNASE4",-1.22135777780282,1.36270441266554e-10,1.14832331917344e-09
"RNASE7",-2.68002619394346,8.89038293150526e-14,1.2218808495008e-12
"RNASEH2A",1.21497163146635,2.09876579352153e-11,2.00724861440826e-10
"RND3",-1.37698818642869,1.07846404400058e-14,1.74483356488475e-13
"RNF125",-1.27988300943029,2.49828882985328e-14,3.77806513011411e-13
"RNF150",-2.33160825594422,2.3092784991892e-23,1.309326442197e-21
"RNF151",1.15213500805102,0.00142026981571895,0.0032659327941605
"RNF157",-1.50949912494555,9.15837173876974e-08,4.70527759821997e-07
"RNF17",-1.1966533137613,0.00786356704556005,0.0153837256631339
"RNF180",-1.18980279289956,1.90780443218394e-11,1.83943336979197e-10
"RNF186",-3.72003239776992,1.66325581189886e-19,5.45628340089929e-18
"RNF208",1.28259894084371,5.66960932867445e-11,5.04396063647974e-10
"RNF223",1.18662507950019,1.34934968112502e-05,4.63212503945212e-05
"RNF224",1.98050632210686,8.81290557299414e-17,1.97396613742277e-15
"RNF39",-1.07285599120931,5.21093565116017e-06,1.94950781481458e-05
"RNFT2",1.77528678692555,6.11727862147621e-19,1.85906544218111e-17
"ROBO2",1.02288737262234,0.0068450568194149,0.0135910222225156
"ROBO3",-1.7044780636055,3.14617899397848e-20,1.12539592865588e-18
"ROBO4",-1.81759853901517,1.50536551285153e-28,1.77595730131068e-26
"ROGDI",1.10610352279205,3.91207711678997e-11,3.58273831997631e-10
"ROMO1",1.15670529070599,5.53502142849387e-08,2.94744439158423e-07
"ROR1",-1.16827249004862,3.25836909970462e-11,3.0204715802728e-10
"RORB",-1.33345591814365,1.46600346006385e-05,5.00634119389657e-05
"RP1",1.86951011643178,7.36472002495145e-07,3.21945896786945e-06
"RPE65",-2.45165565885604,1.59462555254752e-10,1.3220566453552e-09
"RPL39L",1.06974840207643,1.02461906309607e-09,7.38581194855666e-09
"RPRM",1.67207647978727,2.0396463854095e-06,8.22527461665988e-06
"RPRML",1.24818077802428,0.0100891688132122,0.0192945703220049
"RPS10-NUDT3",1.2186522250214,0.000446372008041772,0.00114712351789276
"RPS4Y1",-2.43966051132105,0.00233126791714408,0.00510257004128079
"RPS6KA3",-1.17337053620053,4.65435765762644e-14,6.73817601745097e-13
"RPUSD1",1.06833938428594,8.57597784188893e-12,8.70615302666159e-11
"RRAD",-1.38997660505765,2.43117744633915e-09,1.64509385164823e-08
"RRAGD",-1.29177407249865,9.5133633907867e-10,6.91001239941119e-09
"RRM2",1.8638638266746,2.82572478559195e-11,2.64784492242395e-10
"RRS1",1.13121747007853,3.08109865041065e-09,2.04337946109986e-08
"RSPO1",-1.97762526346133,1.86935969588476e-08,1.09083312023457e-07
"RSPO2",2.12561926024795,3.78390398029995e-05,0.000119686048629171
"RSPO3",-3.06823850441956,7.48927537400475e-42,8.36772332081449e-39
"RSPO4",1.25520577031451,7.32255664266993e-05,0.000218789744959687
"RTBDN",3.4625935417099,1.08784695630995e-12,1.25761199562697e-11
"RTKN2",1.45178371732737,7.83734094263539e-16,1.47827660242718e-14
"RTL3",-1.00492618538073,5.72643085291581e-06,2.12147118432383e-05
"RTN4RL2",1.15753322755205,8.39252766234341e-12,8.53817195600165e-11
"RUNDC3A",2.84650218271532,1.00844534590438e-17,2.58843390541997e-16
"RUNDC3B",-1.39176321932825,4.52564510982966e-14,6.56685280489722e-13
"RUNX1T1",-1.38708330914754,6.99432995555342e-12,7.19276140637691e-11
"RUSC1",1.07421546864548,1.00761977374205e-15,1.88188102089051e-14
"RXFP1",1.13537583149158,0.000241421046477194,0.000654330958445751
"RXRG",-3.76232879405236,5.72581048737794e-29,7.20238704617593e-27
"RYR3",-2.22127315112787,3.64877723590436e-25,2.7072216726081e-23
"S100A12",-1.4804530744704,0.000467961669102379,0.00119709952093341
"S100A14",1.86548652034024,2.87669478737578e-10,2.28427846117958e-09
"S100A4",-1.18773283938145,4.88127324581228e-08,2.63021004343145e-07
"S100A7",2.3296648029112,0.000166806949053288,0.000466274427461159
"S100A7A",3.64351098559576,1.81447740353897e-06,7.36886546992074e-06
"S100A8",1.11549028032197,0.00140619503783741,0.00323984334651672
"S100B",-2.36841265264022,3.33424591298649e-11,3.0832846578026e-10
"S100G",1.99381882876391,0.00156129217664013,0.00355791045028225
"S100P",1.7390745257594,9.15822939980855e-05,0.000269024759078199
"S1PR1",-1.94211636216091,1.42235738009543e-25,1.10270432969521e-23
"SAA1",-2.97866078511911,2.87327009786253e-15,5.02994398514294e-14
"SAA2",-2.61134009230092,1.81634544012324e-12,2.03537848316819e-11
"SAA2-SAA4",-3.38230153992493,3.60540509432198e-15,6.21989685391024e-14
"SAA4",-2.19921540419737,5.46662624915519e-10,4.13183839938136e-09
"SAC3D1",1.09326676181273,1.22538571205836e-08,7.35618717283076e-08
"SACS",-1.20070947358624,1.60066811351767e-12,1.8043376942525e-11
"SAGE1",-1.32666881324136,0.00859434097191406,0.0167203638656699
"SALL3",1.72933756861252,1.08492177836582e-06,4.58953324237868e-06
"SALL4",2.32867138467582,6.92340147152564e-23,3.68355987535457e-21
"SAMD10",1.12939078991229,1.93081396198769e-11,1.85849367561001e-10
"SAMD11",2.80128232150641,1.54046294425404e-21,6.63481931137442e-20
"SAMD12",1.01565419493596,7.65388789584392e-09,4.75713176353598e-08
"SAMD14",1.52645724592704,2.88440535297876e-15,5.04478777849711e-14
"SAMD4A",-1.43887428822385,5.67545651737093e-15,9.5907136201907e-14
"SAMD5",-2.80116005600849,1.18448689822148e-21,5.17198715972848e-20
"SAPCD2",2.241179983442,2.03497773687461e-21,8.64706199870166e-20
"SASH1",-1.22809102474764,2.0452188703577e-14,3.15315643048491e-13
"SATB1",-1.14377604806897,2.46558160551672e-08,1.40592185575457e-07
"SATL1",1.2328919641711,0.0163847100433563,0.0298523916128067
"SBK1",1.69110348207317,4.50311989415226e-13,5.5685064628599e-12
"SBK2",2.83415199745235,1.09804014261094e-06,4.64089329522745e-06
"SBK3",-1.77003780998772,4.4418218131459e-13,5.49986724373489e-12
"SCAND1",1.1993680552014,6.04454381402843e-09,3.81809328911394e-08
"SCARA5",-4.55037474677525,7.82325144889769e-37,3.03254771470128e-34
"SCARF1",-1.03047515190511,8.38420210462866e-13,9.88513561609663e-12
"SCEL",-1.04961813300541,0.0100302741817199,0.0191896683931897
"SCG2",1.54564095725555,3.08762840861927e-08,1.72641783907314e-07
"SCG3",-1.21189128145753,0.00098214305701924,0.00234004330469436
"SCGB1A1",-2.5004120864556,0.000372462673754243,0.000972313912216616
"SCGB1C1",1.79329496595674,0.00376685792457014,0.00788839023365879
"SCGB1D4",2.77961494081464,0.0146784920370661,0.0270498959689564
"SCGB3A1",-1.45425180283226,0.000720657846204385,0.0017664440741781
"SCGB3A2",1.5734667148073,1.96391631694679e-05,6.5592802046927e-05
"SCHIP1",-1.65497821098806,1.39687790983828e-14,2.22213559627038e-13
"SCN11A",-2.03976778777053,3.97307495416997e-18,1.07499409799864e-16
"SCN2A",-2.23237537997331,7.75973273894433e-13,9.23485987741282e-12
"SCN2B",-2.5343169786724,2.74287390471813e-17,6.6282629702565e-16
"SCN3A",-2.69128904287301,6.57465297317536e-24,4.1746278888738e-22
"SCN3B",-1.80712594261941,2.65171508274659e-11,2.49958691224262e-10
"SCN4A",-3.78444763069019,2.33479373448973e-34,6.33529602755686e-32
"SCN4B",-2.41153075005723,2.33064647282673e-35,7.63246536290876e-33
"SCN5A",-2.15518904660077,3.10905609415042e-17,7.47511537370798e-16
"SCN7A",-1.59957286368815,9.22867973034476e-08,4.7401174364026e-07
"SCN9A",-1.91270243799635,1.81046144173505e-15,3.26260954689902e-14
"SCRG1",1.09220239996539,0.00268255635102975,0.00579532248992937
"SCRIB",1.04524859759699,3.24386018199217e-11,3.0084902488652e-10
"SCRT1",2.52310209204254,3.72939598030209e-10,2.89127131632073e-09
"SCRT2",2.77034593131348,0.000851837596866362,0.00205954726513234
"SCT",2.1008183264964,4.94269189680865e-09,3.18026727262817e-08
"SCTR",-2.96484131395071,4.68097262378297e-21,1.9013920175959e-19
"SCUBE3",2.53942098953494,5.7020286125451e-20,1.96916966303058e-18
"SCX",1.85588334653507,4.68824924366034e-13,5.77862466801327e-12
"SDC1",1.11859475530797,5.73694235269365e-06,2.12412247655094e-05
"SDR16C5",1.39648461015245,0.000147582399066589,0.000417637081029617
"SDS",1.20533484837362,1.00212293963002e-05,3.52422201728062e-05
"SDSL",1.08888358045758,4.00556568655241e-08,2.19825815227901e-07
"SEL1L2",-2.97706067293527,9.7615633268873e-16,1.82671067813692e-14
"SELE",-2.03699224781521,3.15497262362605e-11,2.93608770275126e-10
"SELENOP",-1.16415748509451,4.39509946378963e-10,3.37567809200243e-09
"SELL",1.01199021064955,3.40693085123027e-05,0.000108539491090687
"SELP",-1.83412164465786,1.5604146559817e-11,1.51956441201877e-10
"SEMA3A",-1.6900085112298,1.84417083342509e-14,2.88297784445072e-13
"SEMA3D",-2.10839465250258,1.98945583363184e-16,4.1986360115559e-15
"SEMA3F",1.03638183329608,1.7430140054622e-10,1.43381585187306e-09
"SEMA3G",-2.71552955429931,2.44935066170697e-31,4.11707667862497e-29
"SEMA5A",-1.32021449516644,3.51692581439428e-10,2.74560168181689e-09
"SEMA6A",-1.02115191933015,2.02870893762863e-06,8.1863814661819e-06
"SEMA6D",-1.33145646267545,2.10852018904523e-07,1.020102711939e-06
"SEPHS2",1.12179566760999,1.79473238186212e-16,3.81737366865499e-15
"SEPTIN12",1.79706364552446,7.33035095010794e-10,5.43453106738291e-09
"SEPTIN3",1.61660426787523,6.66096964979774e-09,4.17414904415237e-08
"SERINC4",1.37092140907031,0.0246952897637742,0.0431877666672615
"SERPINA5",1.01807063564702,0.00276057320518504,0.00594426113357721
"SERPINA9",1.5487312177139,0.000480286685184287,0.00122664757015875
"SERPINB10",2.96650473344821,5.61056147857866e-07,2.51100388134126e-06
"SERPINB13",-2.27551233579012,4.46672647223374e-06,1.69715948416899e-05
"SERPINB7",2.30233486837798,1.72536894670281e-10,1.41991584807942e-09
"SERPINC1",1.00904647783311,3.93006822138974e-05,0.000123896623729588
"SERPINF1",-1.17997042134919,5.55308783368429e-09,3.53442212133053e-08
"SERPING1",-1.33982231687652,4.18226352648222e-16,8.33556279349457e-15
"SERPINI2",-1.71390151230152,6.48978817102921e-08,3.41953179189777e-07
"SERTM1",-2.81323899032825,4.61437243161745e-12,4.87189493975218e-11
"SERTM2",-1.58014935877002,0.000115071389824295,0.000332521828437953
"SEZ6",3.55784312646933,4.14666650542745e-14,6.08581142766408e-13
"SEZ6L",1.59901243249471,8.98591879024863e-06,3.18667926628048e-05
"SEZ6L2",1.60125758036417,2.6958175363575e-11,2.5361247293499e-10
"SFRP1",-1.61642519032099,4.69487822867678e-05,0.000145829136672914
"SFTPA1",-2.33287262385408,0.000221869416140784,0.000605138956085304
"SFTPA2",1.06780791760833,0.00670875307009305,0.0133388522781689
"SFTPB",-2.10616078923835,1.23268532733039e-06,5.16742995085266e-06
"SFXN2",1.0242629396419,4.2846273690937e-10,3.29616088491558e-09
"SGCA",-1.3599934869666,3.36242765803667e-09,2.21449205744621e-08
"SGCG",-3.82218500453526,3.09319360103357e-23,1.72293604862263e-21
"SGCZ",-2.95581904217814,8.82679869081964e-10,6.44583676791343e-09
"SGK1",-1.41717358214121,2.25115781427469e-20,8.22278683160257e-19
"SGK2",-2.56742262300846,1.1377226786688e-20,4.3480693276932e-19
"SGO1",2.5331363622958,3.72146235962449e-21,1.53664034910234e-19
"SGO2",1.16084746557199,3.5789894572684e-15,6.17993870466872e-14
"SH2D1B",-1.00750716987938,1.75007625174411e-06,7.12713300292186e-06
"SH2D5",1.77842977758606,6.0398027963647e-10,4.53495486293643e-09
"SH2D6",1.14719425157788,6.96230175774316e-05,0.000209111258043285
"SH3BGRL2",-1.69447327421044,4.80524454443162e-21,1.94607281187493e-19
"SH3D19",-1.86688802063117,2.27030981132106e-28,2.62940637538001e-26
"SH3GL2",1.12657595189487,0.00104998344912304,0.00248701653979836
"SH3GL3",1.89389672607048,1.4624160456287e-05,4.99498837811032e-05
"SH3RF2",-1.3499601776937,2.19598489280039e-09,1.49876166201404e-08
"SH3TC2",-1.69820777608265,2.18217518082918e-20,7.9861725211309e-19
"SHCBP1",1.63055623898718,5.0591135114096e-13,6.20353789772201e-12
"SHD",1.2999685690527,0.00259011714392291,0.00561798390221214
"SHE",-1.96160187494565,8.88994938584863e-27,7.96489144503815e-25
"SHH",2.8269062525449,7.43258634690628e-12,7.62281560870075e-11
"SHISA3",-1.94015019714302,3.77208371094968e-08,2.07973753282375e-07
"SHISA8",2.62520246505739,7.9708187479346e-11,6.94485005955366e-10
"SHISA9",2.32143453713008,2.08078578684108e-10,1.6889933861222e-09
"SHISAL1",1.29162159473873,1.22156325340364e-08,7.33787869549298e-08
"SHOX",-1.40889611808823,0.000212260167539127,0.000580263330776941
"SHROOM2",1.08635436038248,1.91613258893019e-10,1.5667250277288e-09
"SHROOM4",-1.2429094833604,1.30410728258398e-16,2.85042735620254e-15
"SIGIRR",1.08439202454556,1.75820557026828e-09,1.21969892628472e-08
"SIGLEC11",-1.01661833649168,4.05694425530928e-06,1.55201609638156e-05
"SIGLEC16",-1.01363896467945,7.74666444590323e-08,4.02462101984371e-07
"SIK2",-2.11703493943092,4.25738131555892e-28,4.75674710045448e-26
"SIM1",-2.45703911805078,5.92615193915046e-13,7.18323739197344e-12
"SIM2",1.70061297350858,5.02271538615769e-10,3.81453242881564e-09
"SIRPA",-1.11721031983623,7.59012971603148e-17,1.71831851997976e-15
"SIX1",1.05328534678167,0.00098902802329309,0.00235467514094121
"SIX2",1.73498560235653,2.9372724232946e-09,1.95276697263065e-08
"SIX3",1.89786791923993,7.23814737246119e-07,3.16996474965478e-06
"SIX4",1.43114801819772,6.5763037587219e-12,6.80339398655576e-11
"SIX6",1.41497913483589,0.00708607633419003,0.0140055082093242
"SKA1",2.02783834676847,2.36337354368197e-14,3.59983296621454e-13
"SKA3",2.1160305587446,5.54932229810219e-19,1.69187524446473e-17
"SKAP2",-1.14394311643008,1.64529203420146e-17,4.10652784462845e-16
"SLC10A4",1.3225487758431,2.56574559602374e-06,1.01761895700303e-05
"SLC10A6",-1.47657848116106,5.09759699586355e-09,3.27107288308893e-08
"SLC12A1",1.54481756224298,4.47609201402517e-05,0.000139718803146087
"SLC12A3",1.23704166976068,0.000468704566637227,0.00119883847814537
"SLC12A5",1.46224395943924,3.93397570859120e-09,2.56953007596221e-08
"SLC12A8",1.08326803961351,5.08428325254764e-10,3.85666438094608e-09
"SLC13A2",-1.88380554272274,1.20114623630144e-05,4.15490286146596e-05
"SLC13A5",-1.08689599905156,1.83268714866571e-05,6.15562505778187e-05
"SLC14A1",-1.16736087500284,2.18898387992896e-07,1.05500024905787e-06
"SLC14A2",-1.49282504947445,2.72130070317576e-05,8.83109269709899e-05
"SLC15A1",2.3442472640914,3.48406134407288e-07,1.62196718552256e-06
"SLC16A12",-2.72576228265814,1.88524966664113e-22,9.34946009613095e-21
"SLC16A3",1.85274889923776,1.83370465397236e-13,2.4076236193767e-12
